customer_id,age,gender,country,acquisition_channel,signup_date
2788,,Other,US,email,2019-04-29
2789,48.0,Female,Spain,referral,2023-10-03
2790,,Female,US,Email,2021-02-07
2791,,Other,US,email,2020-01-19
2792,33.0,Other,France,email,2024-03-13
2793,39.0,Male,UK,email,2023-09-16
2794,19.0,Male,US,social,2024-01-11
2795,36.0,Male,France,referral,2021-01-11
2796,25.0,Male,France,organic,2021-06-07
2797,20.0,Other,Spain,email,2023-08-05
2798,63.0,Other,Netherlands,social,2019-04-16
2799,,Male,France,email,2020-11-04
2800,22.0,Female,US,referral,2019-12-28
2801,65.0,Other,UK,referral,2023-03-19
2802,42.0,Other,Canada,paid_search,2024-02-24
2803,25.0,Male,Canada,social,2022-09-07
2804,30.0,Other,Netherlands,email,2020-11-01
2805,62.0,Female,Australia,social,2023-07-24
2806,39.0,Other,France,paid_search,2022-06-26
2807,44.0,Other,UK,paid_search,2021-08-04
2808,59.0,Other,Spain,organic,2021-06-13
2809,35.0,Female,UK,social,2024-02-03
2810,49.0,Male,Germany,social,2019-05-20
2811,50.0,Other,UK,organic,2020-02-03
2812,66.0,Female,France,paid_search,2020-08-10
2813,,Male,Australia,social,2019-01-17
2814,39.0,Other,UK,email,2019-09-23
2815,20.0,Female,UK,referral,2019-08-17
2816,36.0,Other,Germany,organic,2024-01-30
2817,31.0,Male,US,email,2022-07-13
2818,,Other,US,organic,2020-06-12
2819,33.0,Other,Netherlands,referral,2022-02-23
2820,19.0,Female,UK,social,2024-03-07
2821,24.0,Male,Netherlands,social,2020-04-12
2822,58.0,Male,Australia,social,2020-10-29
2823,63.0,Other,US,referral,2024-06-20
2824,,Male,Canada,Email,2023-04-26
2825,31.0,Female,Germany,organic,2022-05-08
2826,69.0,Female,Netherlands,referral,2023-07-11
2827,55.0,Male,Spain,social,2019-05-08
2828,33.0,Male,UK,email,2024-08-08
2829,69.0,Female,France,email,2019-11-30
2830,65.0,Other,UK,social,2020-12-11
2831,32.0,Female,UK,Email,2024-07-29
2832,68.0,Male,Australia,email,2020-09-10
2833,32.0,Female,Germany,paid_search,2022-03-25
2834,68.0,Female,France,organic,2022-11-29
2835,24.0,Other,France,email,2021-10-26
2836,68.0,Other,UK,Email,2019-10-21
2837,30.0,Male,France,paid_search,2019-10-22
2838,25.0,Male,Germany,social,2022-05-01
2839,38.0,Other,Germany,paid_search,2021-07-03
2840,68.0,Other,US,referral,2021-12-07
2841,69.0,Other,Spain,referral,2019-10-30
2842,38.0,Male,Australia,paid_search,2021-02-18
2843,47.0,Other,Canada,referral,2019-11-26
2844,54.0,Male,US,paid_search,2023-08-28
2845,20.0,Male,Canada,referral,2022-12-28
2846,46.0,Male,Germany,paid_search,2022-12-31
2847,62.0,Male,Canada,email,2022-08-02
2848,64.0,Female,France,referral,2024-04-13
2849,61.0,Female,Spain,organic,2020-03-11
2850,42.0,Female,Canada,social,2024-04-26
2851,60.0,Female,UK,organic,2024-04-17
2852,37.0,Other,Canada,organic,2022-09-24
2853,19.0,Male,Spain,referral,2020-07-01
2854,61.0,Male,US,email,2019-06-18
2855,60.0,Male,Netherlands,organic,2021-01-15
2856,,Female,France,Email,2019-09-19
2857,61.0,Male,US,paid_search,2021-01-08
2858,29.0,Other,US,email,2022-07-08
2859,22.0,Male,Germany,social,2019-12-29
2860,43.0,Male,US,referral,2019-02-17
2861,18.0,Female,US,organic,2023-09-05
2862,43.0,Male,UK,organic,2022-06-11
2863,25.0,Other,France,email,2019-08-27
2864,48.0,Male,Netherlands,social,2022-10-31
2865,19.0,Other,France,organic,2023-06-15
2866,45.0,Female,Netherlands,email,2019-11-23
2867,41.0,Female,Australia,paid_search,2023-03-02
2868,19.0,Male,US,email,2021-05-27
2869,61.0,Male,US,social,2024-06-25
2870,29.0,Male,Canada,organic,2019-03-23
2871,57.0,Female,Spain,social,2019-12-03
2872,50.0,Female,Canada,organic,2022-03-26
2873,,Male,Australia,Email,2020-01-30
2874,56.0,Male,Spain,organic,2022-06-30
2875,32.0,Female,Australia,social,2023-02-28
2876,30.0,Female,Germany,social,2020-07-28
2877,64.0,Female,Australia,social,2019-03-15
2878,37.0,Female,Australia,paid_search,2024-08-19
2879,,Male,US,social,2021-08-26
2880,66.0,Female,US,paid_search,2020-04-29
2881,65.0,Other,France,email,2022-01-29
2882,31.0,Male,Germany,referral,2021-04-06
2883,55.0,Female,Australia,social,2022-04-16
2884,24.0,Other,Netherlands,email,2019-03-08
2885,57.0,Female,Australia,paid_Search,2023-10-09
2886,45.0,Female,Spain,social,2020-11-30
2887,38.0,Male,Australia,Email,2023-06-30
2888,32.0,Other,Netherlands,email,2024-09-21
2889,31.0,Female,Germany,social,2024-11-08
2890,19.0,Female,Spain,organic,2024-10-20
2891,60.0,Other,Spain,referral,2019-11-03
2892,38.0,Other,Canada,organic,2024-08-10
2893,35.0,Female,US,email,2024-08-29
2894,58.0,Male,Australia,social,2024-11-07
2895,68.0,Female,Germany,paid_search,2019-11-06
2896,40.0,Other,US,organic,2022-03-31
2897,64.0,Male,Canada,organic,2019-12-05
2898,69.0,Male,US,social,2024-05-19
2899,43.0,Other,Australia,email,2019-08-16
2900,56.0,Female,Australia,referral,2021-05-13
2901,58.0,Male,France,email,2019-11-28
2902,60.0,Male,France,social,2021-03-31
2903,,Female,Germany,referral,2024-02-09
2904,51.0,Other,Netherlands,paid_search,2019-09-21
2905,60.0,Male,Spain,paid_search,2019-02-14
2906,55.0,Female,US,email,2020-12-02
2907,24.0,Female,UK,organic,2020-09-27
2908,39.0,Other,Germany,referral,2020-01-28
2909,56.0,Female,US,paid_search,2023-01-08
2910,63.0,Male,Australia,organic,2024-12-21
2911,62.0,Male,Canada,referral,2019-09-29
2912,26.0,Female,Germany,organic,2020-12-31
2913,49.0,Female,Australia,paid_Search,2024-11-16
2914,64.0,Male,Germany,email,2024-08-31
2915,43.0,Other,Germany,social,2019-06-28
2916,36.0,Other,Canada,email,2023-03-28
2917,22.0,Other,Spain,paid_search,2021-05-31
2918,,Female,Canada,paid_search,2023-01-06
2919,35.0,Male,France,referral,2019-05-18
2920,20.0,Other,US,paid_search,2022-06-20
2921,62.0,Other,Germany,organic,2022-06-03
2922,21.0,Male,UK,social,2019-04-11
2923,26.0,Male,Australia,referral,2020-05-14
2924,33.0,Other,Netherlands,organic,2020-09-19
2925,43.0,Male,UK,paid_Search,2023-01-17
2926,18.0,Male,France,social,2024-09-02
2927,62.0,Other,Australia,email,2022-06-28
2928,55.0,Male,Spain,paid_search,2024-10-30
2929,52.0,Other,Canada,referral,2024-12-20
2930,55.0,Female,Spain,paid_search,2023-09-13
2931,69.0,Female,France,referral,2024-10-24
2932,34.0,Female,UK,referral,2023-12-17
2933,55.0,Male,France,organic,2020-02-15
2934,18.0,Other,Netherlands,referral,2022-05-05
2935,40.0,Other,Canada,Email,2021-10-28
2936,36.0,Other,Germany,social,2020-08-10
2937,29.0,Female,US,organic,2022-03-13
2938,45.0,Female,France,email,2022-07-25
2939,48.0,Female,Australia,referral,2021-04-05
2940,58.0,Male,Netherlands,referral,2023-01-04
2941,39.0,Female,US,email,2021-06-26
2942,55.0,Male,Spain,email,2020-08-12
2943,45.0,Female,France,organic,2023-01-01
2944,,Male,US,organic,2022-03-28
2945,69.0,Female,France,organic,2024-09-08
2946,55.0,Other,Netherlands,social,2021-05-21
2947,68.0,Female,UK,organic,2019-10-28
2948,23.0,Female,France,social,2020-11-15
2949,53.0,Male,US,paid_search,2020-07-15
2950,26.0,Male,US,paid_search,2019-05-23
2951,60.0,Female,Australia,referral,2023-10-03
2952,64.0,Other,UK,referral,2021-12-14
2953,54.0,Male,Spain,social,2022-12-12
2954,53.0,Female,UK,email,2023-06-04
2955,21.0,Female,Spain,social,2023-11-01
2956,32.0,Male,Spain,social,2019-03-17
2957,35.0,Other,Spain,referral,2021-10-19
2958,33.0,Male,UK,email,2022-01-03
2959,48.0,Other,Germany,Email,2021-05-21
2960,67.0,Male,Spain,paid_search,2021-11-18
2961,45.0,Female,UK,social,2021-04-02
2962,36.0,Other,Canada,email,2020-09-03
2963,51.0,Female,Netherlands,organic,2021-09-29
2964,24.0,Other,France,social,2024-10-14
2965,69.0,Female,Canada,paid_search,2019-12-03
2966,63.0,Female,UK,referral,2022-09-22
2967,31.0,Male,Germany,organic,2023-07-28
2968,24.0,Female,UK,organic,2022-12-18
2969,44.0,Male,France,Email,2024-01-27
2970,57.0,Other,Netherlands,social,2019-11-22
2971,61.0,Other,Australia,Email,2024-07-27
2972,,Other,Spain,organic,2021-04-13
2973,34.0,Female,Australia,organic,2024-09-16
2974,62.0,Female,France,paid_search,2019-07-23
2975,,Female,Spain,referral,2022-06-29
2976,29.0,Other,France,organic,2024-09-06
2977,21.0,Female,Germany,organic,2023-04-05
2978,,Female,Canada,email,2024-06-29
2979,56.0,Other,UK,paid_search,2022-07-25
2980,64.0,Male,Australia,paid_search,2019-04-18
2981,67.0,Female,Australia,organic,2024-01-16
2982,53.0,Other,Spain,paid_search,2023-02-06
2983,31.0,Female,Canada,social,2019-10-22
2984,27.0,Female,Canada,social,2023-11-05
2985,44.0,Other,UK,social,2023-03-19
2986,24.0,Male,US,social,2022-05-09
2987,40.0,Male,UK,email,2024-06-08
2988,30.0,Other,France,email,2022-09-29
2989,34.0,Female,Germany,social,2023-12-11
2990,50.0,Male,Spain,email,2019-03-24
2991,23.0,Other,Spain,organic,2019-11-12
2992,38.0,Female,US,paid_search,2019-05-07
2993,27.0,Male,UK,paid_search,2024-12-13
2994,63.0,Male,UK,referral,2019-10-21
2995,58.0,Male,UK,email,2023-10-16
2996,24.0,Male,UK,paid_search,2024-05-25
2997,19.0,Male,Spain,referral,2019-12-18
2998,54.0,Other,Australia,referral,2024-07-27
2999,33.0,Female,Australia,paid_search,2019-07-30
3000,46.0,Other,Germany,organic,2021-12-21
3001,39.0,Female,UK,social,2023-03-02
3002,38.0,Male,Netherlands,organic,2024-05-06
3003,22.0,Male,Canada,paid_search,2022-01-08
3004,18.0,Female,Netherlands,social,2023-12-14
3005,63.0,Female,US,referral,2023-04-16
3006,23.0,Other,US,paid_search,2019-07-03
3007,48.0,Female,Germany,paid_search,2021-05-01
3008,69.0,Female,UK,email,2024-06-25
3009,52.0,Female,Netherlands,email,2019-04-04
3010,49.0,Male,Canada,social,2024-09-24
3011,59.0,Female,Germany,social,2021-01-26
3012,37.0,Female,Australia,organic,2022-09-21
3013,21.0,Male,UK,referral,2021-10-21
3014,36.0,Male,Netherlands,email,2020-10-14
3015,54.0,Female,Spain,organic,2023-11-05
3016,64.0,Female,Canada,social,2024-10-19
3017,25.0,Male,Spain,paid_search,2021-06-26
3018,66.0,Female,Australia,social,2022-08-01
3019,33.0,Female,US,paid_search,2021-10-31
3020,64.0,Female,Canada,organic,2019-06-21
3021,31.0,Male,Spain,referral,2020-11-10
3022,28.0,Female,Spain,social,2024-08-02
3023,32.0,Female,US,organic,2024-06-11
3024,29.0,Male,US,social,2022-12-16
3025,35.0,Male,Spain,paid_search,2023-03-20
3026,35.0,Male,Netherlands,social,2019-05-23
3027,51.0,Male,Germany,email,2019-12-15
3028,62.0,Female,Australia,social,2023-04-07
3029,62.0,Male,Germany,social,2019-12-24
3030,55.0,Other,France,email,2023-04-08
3031,36.0,Male,US,referral,2023-03-04
3032,62.0,Female,Germany,social,2023-12-10
3033,50.0,Female,Spain,paid_search,2024-08-13
3034,,Other,Spain,organic,2021-12-25
3035,59.0,Female,France,referral,2023-03-25
3036,58.0,Male,Canada,referral,2020-03-15
3037,28.0,Male,Australia,social,2020-07-05
3038,25.0,Female,US,email,2024-06-14
3039,61.0,Female,Netherlands,social,2024-12-09
3040,67.0,Other,Spain,paid_search,2020-10-07
3041,47.0,Other,France,referral,2023-04-26
3042,37.0,Other,Netherlands,paid_search,2019-01-16
3043,50.0,Other,France,referral,2022-01-17
3044,37.0,Other,Spain,referral,2024-09-27
3045,24.0,Female,France,paid_search,2024-12-14
3046,53.0,Female,Canada,organic,2022-01-12
3047,,Other,UK,paid_search,2020-01-28
3048,20.0,Other,Germany,paid_search,2021-09-24
3049,,Other,France,Email,2022-02-02
3050,49.0,Male,Germany,email,2021-01-26
3051,,Male,US,paid_search,2021-09-05
3052,63.0,Female,US,referral,2023-07-05
3053,68.0,Female,Netherlands,email,2022-08-16
3054,47.0,Female,US,social,2019-07-17
3055,27.0,Male,Australia,email,2020-10-26
3056,36.0,Female,Spain,paid_search,2023-12-01
3057,63.0,Female,US,social,2023-06-20
3058,23.0,Male,Spain,social,2021-03-10
3059,47.0,Other,Germany,paid_search,2019-09-21
3060,42.0,Male,Germany,email,2019-07-14
3061,25.0,Male,UK,email,2021-11-24
3062,32.0,Other,Australia,email,2024-06-10
3063,36.0,Male,US,email,2020-08-10
3064,48.0,Female,Germany,email,2020-02-12
3065,,Other,France,paid_search,2022-08-22
3066,46.0,Male,Netherlands,paid_search,2021-03-23
3067,,Male,Spain,paid_search,2023-11-01
3068,,Female,Netherlands,social,2021-11-14
3069,69.0,Other,Canada,referral,2021-03-30
3070,19.0,Other,UK,organic,2019-08-02
3071,23.0,Other,UK,email,2021-07-25
3072,62.0,Female,Canada,social,2021-10-05
3073,31.0,Other,Australia,email,2023-09-28
3074,59.0,Other,Canada,organic,2022-08-07
3075,51.0,Male,France,referral,2020-05-24
3076,18.0,Male,US,referral,2020-11-21
3077,46.0,Male,US,paid_search,2021-10-10
3078,27.0,Male,Netherlands,referral,2021-01-13
3079,51.0,Other,Netherlands,Email,2021-04-21
3080,45.0,Female,Netherlands,referral,2019-10-15
3081,32.0,Male,Canada,referral,2019-08-31
3082,55.0,Male,Spain,referral,2020-12-04
3083,,Female,US,paid_search,2022-12-27
3084,31.0,Female,France,email,2023-09-09
3085,26.0,Male,Germany,social,2023-05-13
3086,52.0,Female,Spain,organic,2022-09-15
3087,62.0,Male,Spain,email,2023-11-24
3088,51.0,Other,Spain,organic,2020-11-11
3089,62.0,Male,Australia,email,2021-07-09
3090,32.0,Female,Spain,Email,2024-04-05
3091,,Female,Spain,social,2019-10-24
3092,41.0,Male,Netherlands,email,2024-05-25
3093,32.0,Other,Germany,social,2023-12-06
3094,27.0,Other,US,organic,2019-06-09
3095,,Male,France,referral,2024-09-05
3096,,Male,Canada,social,2023-11-14
3097,38.0,Other,Canada,social,2021-01-23
3098,68.0,Female,Canada,organic,2022-11-22
3099,18.0,Female,Australia,Email,2022-04-29
3100,39.0,Other,Germany,paid_search,2020-03-12
3101,23.0,Male,US,paid_search,2024-05-30
3102,48.0,Female,Netherlands,paid_search,2023-04-01
3103,,Male,Australia,referral,2022-10-20
3104,49.0,Male,France,email,2023-03-27
3105,39.0,Male,Canada,social,2020-03-25
3106,60.0,Female,Germany,referral,2020-07-12
3107,28.0,Female,Canada,social,2021-09-25
3108,66.0,Other,Netherlands,social,2021-01-19
3109,20.0,Female,Australia,organic,2024-01-10
3110,38.0,Other,Spain,paid_search,2024-03-02
3111,32.0,Other,Netherlands,social,2023-12-03
3112,27.0,Female,France,referral,2024-02-28
3113,48.0,Male,UK,email,2021-03-24
3114,48.0,Male,Netherlands,paid_search,2023-07-01
3115,25.0,Other,Netherlands,paid_search,2021-03-15
3116,39.0,Female,US,social,2022-08-27
3117,65.0,Male,France,social,2023-06-14
3118,28.0,Other,US,social,2021-10-19
3119,45.0,Female,UK,paid_search,2023-10-29
3120,63.0,Female,Germany,organic,2021-03-08
3121,46.0,Female,Canada,social,2024-01-17
3122,37.0,Other,Canada,referral,2021-07-06
3123,44.0,Male,US,email,2022-07-29
3124,34.0,Female,US,social,2019-10-28
3125,25.0,Female,Canada,email,2020-01-19
3126,55.0,Other,Spain,paid_search,2021-12-28
3127,44.0,Other,Canada,email,2024-06-09
3128,62.0,Other,Canada,email,2022-04-05
3129,39.0,Other,Australia,Email,2023-06-17
3130,22.0,Other,France,email,2021-10-24
3131,30.0,Other,Canada,referral,2024-03-31
3132,44.0,Female,Australia,organic,2020-02-03
3133,28.0,Male,UK,referral,2024-03-06
3134,18.0,Other,UK,referral,2022-06-23
3135,47.0,Male,Germany,social,2020-11-24
3136,47.0,Other,France,email,2022-11-06
3137,30.0,Female,Spain,referral,2023-02-25
3138,33.0,Other,Netherlands,email,2024-02-06
3139,62.0,Other,Netherlands,social,2024-07-13
3140,52.0,Female,Australia,paid_search,2019-10-31
3141,68.0,Female,Canada,paid_search,2023-06-02
3142,56.0,Female,Netherlands,social,2023-02-07
3143,39.0,Male,Canada,paid_search,2022-07-26
3144,57.0,Female,Netherlands,referral,2024-08-13
3145,58.0,Other,UK,organic,2019-04-14
3146,19.0,Female,Spain,paid_search,2023-09-28
3147,68.0,Male,US,organic,2022-11-14
3148,,Female,Canada,referral,2021-03-20
3149,33.0,Other,Spain,organic,2023-02-25
3150,35.0,Other,Netherlands,referral,2021-06-23
3151,,Female,UK,paid_search,2021-09-02
3152,48.0,Male,UK,organic,2019-07-25
3153,51.0,Other,Germany,email,2021-12-07
3154,34.0,Female,Australia,email,2021-06-11
3155,18.0,Male,France,referral,2024-01-06
3156,50.0,Female,US,paid_search,2022-01-03
3157,35.0,Other,Spain,paid_search,2019-06-11
3158,27.0,Female,Spain,social,2021-05-17
3159,28.0,Male,Germany,email,2022-01-20
3160,29.0,Male,Canada,referral,2022-11-15
3161,18.0,Other,Germany,email,2022-05-12
3162,25.0,Other,Netherlands,email,2023-03-02
3163,,Female,US,paid_search,2020-02-27
3164,35.0,Other,Australia,paid_Search,2023-04-12
3165,,Female,UK,organic,2021-03-06
3166,,Female,Spain,paid_search,2020-10-05
3167,59.0,Male,Australia,email,2020-11-06
3168,46.0,Female,France,paid_search,2019-11-10
3169,19.0,Female,US,email,2019-07-12
3170,18.0,Male,France,paid_search,2021-11-03
3171,36.0,Female,Netherlands,referral,2019-06-11
3172,39.0,Other,Netherlands,paid_search,2023-10-04
3173,20.0,Male,Canada,organic,2019-02-25
3174,56.0,Female,UK,email,2020-09-23
3175,53.0,Female,Canada,organic,2020-11-03
3176,24.0,Female,Australia,paid_search,2020-05-23
3177,21.0,Female,UK,organic,2020-08-12
3178,34.0,Other,Netherlands,organic,2019-04-29
3179,60.0,Male,Germany,referral,2020-03-06
3180,27.0,Other,France,paid_search,2023-12-13
3181,46.0,Male,Canada,social,2022-01-23
3182,21.0,Female,France,social,2022-04-08
3183,37.0,Male,US,organic,2024-11-02
3184,42.0,Other,Netherlands,paid_search,2019-12-20
3185,65.0,Male,Spain,email,2023-09-22
3186,39.0,Female,Netherlands,paid_Search,2019-11-21
3187,34.0,Other,Canada,organic,2020-01-21
3188,20.0,Female,Canada,paid_search,2020-06-12
3189,49.0,Male,Canada,social,2024-08-03
3190,57.0,Female,France,paid_search,2023-10-03
3191,30.0,Other,France,organic,2024-05-29
3192,49.0,Female,Netherlands,organic,2019-06-06
3193,40.0,Female,Spain,email,2022-10-13
3194,69.0,Male,UK,social,2021-11-21
3195,30.0,Male,UK,social,2020-12-24
3196,55.0,Male,Netherlands,social,2023-08-02
3197,45.0,Male,Germany,social,2022-08-16
3198,52.0,Other,US,referral,2023-07-22
3199,37.0,Male,Canada,organic,2024-05-24
3200,67.0,Other,US,organic,2020-03-29
3201,,Other,UK,paid_search,2019-04-14
3202,31.0,Male,UK,organic,2024-07-07
3203,60.0,Other,France,paid_search,2019-05-05
3204,,Female,UK,email,2020-08-27
3205,56.0,Other,US,paid_search,2024-10-24
3206,55.0,Male,France,social,2020-12-14
3207,20.0,Male,Netherlands,referral,2023-06-03
3208,66.0,Other,Canada,Email,2020-01-16
3209,67.0,Female,Australia,email,2022-03-02
3210,,Male,France,paid_search,2022-03-05
3211,37.0,Male,US,referral,2021-03-15
3212,49.0,Female,France,social,2022-03-18
3213,67.0,Other,US,organic,2021-10-24
3214,53.0,Female,Netherlands,social,2024-03-29
3215,18.0,Male,Spain,referral,2024-09-15
3216,36.0,Female,UK,organic,2024-04-25
3217,62.0,Other,UK,referral,2020-01-02
3218,67.0,Other,Canada,organic,2024-06-02
3219,58.0,Female,Netherlands,social,2020-01-04
3220,60.0,Other,UK,social,2020-05-21
3221,32.0,Female,US,organic,2019-12-27
3222,36.0,Other,Australia,email,2022-05-28
3223,46.0,Female,Australia,email,2021-12-17
3224,45.0,Female,Netherlands,referral,2019-07-26
3225,52.0,Other,France,referral,2022-05-19
3226,53.0,Male,Canada,referral,2022-11-13
3227,39.0,Male,Canada,social,2019-02-26
3228,21.0,Female,UK,referral,2022-10-25
3229,33.0,Male,Germany,Email,2022-06-26
3230,51.0,Other,UK,referral,2021-07-20
3231,68.0,Other,Australia,referral,2020-02-27
3232,52.0,Female,Canada,organic,2024-12-21
3233,49.0,Other,Spain,paid_search,2019-12-01
3234,49.0,Male,Netherlands,organic,2022-04-11
3235,53.0,Female,Netherlands,referral,2022-11-19
3236,27.0,Male,France,social,2022-10-07
3237,33.0,Female,Spain,email,2024-10-25
3238,23.0,Male,Canada,Email,2020-09-14
3239,55.0,Female,UK,organic,2022-06-26
3240,49.0,Other,Germany,paid_search,2022-12-05
3241,64.0,Female,France,organic,2023-02-06
3242,67.0,Female,Germany,referral,2022-06-02
3243,,Male,France,referral,2024-05-12
3244,67.0,Male,US,email,2019-06-16
3245,58.0,Other,Canada,social,2021-12-13
3246,58.0,Female,Australia,email,2021-07-08
3247,53.0,Other,Germany,referral,2019-01-15
3248,31.0,Male,Germany,organic,2023-01-28
3249,34.0,Female,Australia,email,2020-01-15
3250,34.0,Male,Canada,paid_search,2024-03-08
3251,51.0,Male,Australia,social,2022-04-21
3252,,Male,Australia,paid_search,2022-01-20
3253,61.0,Other,Australia,Email,2021-06-30
3254,43.0,Male,France,paid_search,2024-05-26
3255,37.0,Other,Canada,Email,2024-02-28
3256,37.0,Other,Australia,referral,2021-09-02
3257,61.0,Other,Australia,paid_search,2023-07-03
3258,40.0,Female,Canada,social,2021-06-01
3259,,Other,UK,paid_search,2022-05-07
3260,51.0,Male,France,paid_search,2020-01-24
3261,65.0,Male,UK,organic,2021-12-09
3262,19.0,Male,Canada,social,2020-03-19
3263,29.0,Male,France,email,2019-06-28
3264,37.0,Female,Canada,referral,2019-09-26
3265,44.0,Female,UK,email,2024-04-03
3266,51.0,Other,Canada,referral,2019-04-15
3267,38.0,Other,France,referral,2022-10-29
3268,35.0,Male,Spain,referral,2021-05-25
3269,44.0,Male,UK,email,2021-04-21
3270,69.0,Male,Canada,paid_search,2020-11-07
3271,56.0,Male,France,social,2023-09-30
3272,62.0,Male,UK,organic,2021-01-11
3273,,Female,Australia,paid_search,2023-11-06
3274,26.0,Other,Australia,email,2023-04-02
3275,62.0,Other,UK,email,2021-10-04
3276,34.0,Other,Netherlands,social,2021-06-21
3277,34.0,Other,US,paid_search,2024-03-17
3278,65.0,Other,US,referral,2023-09-01
3279,69.0,Female,Australia,social,2022-08-23
3280,40.0,Male,UK,social,2022-01-21
3281,45.0,Male,Spain,social,2024-09-01
3282,50.0,Female,France,organic,2020-01-21
3283,62.0,Female,Germany,email,2020-07-11
3284,20.0,Other,Germany,paid_search,2020-03-31
3285,19.0,Male,UK,social,2023-02-20
3286,47.0,Female,Spain,referral,2022-04-06
3287,21.0,Male,Germany,Email,2019-05-18
3288,46.0,Other,France,email,2023-05-04
3289,,Other,France,social,2021-01-17
3290,25.0,Male,Spain,organic,2019-04-12
3291,38.0,Male,Spain,social,2023-12-24
3292,55.0,Other,Netherlands,referral,2019-01-22
3293,30.0,Female,Spain,paid_search,2022-06-30
3294,47.0,Female,US,paid_search,2021-12-13
3295,56.0,Other,Netherlands,referral,2022-05-29
3296,18.0,Male,UK,paid_search,2023-09-20
3297,49.0,Other,Netherlands,organic,2021-10-16
3298,65.0,Other,France,email,2024-05-20
3299,23.0,Other,Spain,referral,2023-08-03
3300,69.0,Male,Spain,social,2022-10-30
3301,28.0,Male,Canada,organic,2020-10-30
3302,42.0,Male,UK,email,2021-11-13
3303,21.0,Male,US,referral,2023-11-17
3304,47.0,Other,UK,referral,2019-12-24
3305,57.0,Other,France,email,2024-06-14
3306,18.0,Male,US,paid_Search,2023-12-22
3307,69.0,Male,France,email,2024-05-17
3308,26.0,Male,France,social,2023-03-09
3309,18.0,Female,Germany,referral,2019-04-07
3310,41.0,Male,Netherlands,organic,2019-01-27
3311,34.0,Male,Germany,social,2019-08-30
3312,21.0,Other,US,email,2023-05-07
3313,41.0,Male,Canada,referral,2024-01-15
3314,61.0,Other,Germany,email,2019-07-24
3315,29.0,Other,Canada,social,2023-10-25
3316,46.0,Male,Spain,paid_search,2023-07-20
3317,,Other,Canada,Email,2020-01-29
3318,40.0,Male,Australia,referral,2020-09-26
3319,42.0,Female,Australia,referral,2024-12-12
3320,59.0,Female,Spain,paid_search,2019-02-21
3321,52.0,Other,Canada,email,2024-07-28
3322,65.0,Female,US,referral,2022-09-04
3323,48.0,Female,Australia,social,2021-03-25
3324,49.0,Male,Canada,social,2020-07-23
3325,37.0,Other,Canada,Email,2019-07-11
3326,57.0,Female,Spain,referral,2020-07-07
3327,60.0,Other,Canada,paid_search,2020-04-28
3328,20.0,Male,US,social,2023-08-27
3329,46.0,Female,France,email,2024-04-19
3330,22.0,Other,UK,social,2019-10-25
3331,38.0,Other,France,organic,2023-01-06
3332,27.0,Female,US,organic,2020-09-15
3333,21.0,Male,France,paid_search,2024-06-04
3334,23.0,Male,Canada,paid_Search,2019-02-26
3335,45.0,Other,France,email,2020-01-27
3336,25.0,Male,France,email,2019-04-02
3337,22.0,Other,Canada,email,2024-02-20
3338,,Male,Australia,paid_search,2021-02-08
3339,47.0,Female,France,email,2022-09-03
3340,22.0,Female,Germany,organic,2019-04-15
3341,58.0,Female,France,referral,2019-04-19
3342,,Other,UK,paid_search,2024-09-13
3343,35.0,Male,Germany,organic,2019-03-17
3344,40.0,Female,US,paid_search,2022-03-14
3345,33.0,Male,France,email,2021-03-15
3346,23.0,Female,Spain,email,2023-07-22
3347,39.0,Other,UK,organic,2021-01-17
3348,61.0,Other,Australia,email,2019-11-23
3349,61.0,Female,Spain,paid_search,2023-06-07
3350,24.0,Male,Netherlands,email,2020-07-25
3351,60.0,Female,Spain,email,2019-08-08
3352,,Other,UK,paid_search,2024-11-04
3353,64.0,Other,Netherlands,paid_search,2024-11-28
3354,69.0,Other,Australia,email,2020-06-20
3355,50.0,Other,Australia,paid_search,2019-11-11
3356,39.0,Female,Germany,organic,2019-11-07
3357,,Female,Germany,social,2019-08-20
3358,,Female,Netherlands,organic,2022-02-06
3359,23.0,Other,Australia,email,2019-04-11
3360,,Other,Netherlands,social,2023-09-03
3361,69.0,Female,Spain,organic,2021-04-17
3362,30.0,Female,UK,organic,2019-11-16
3363,67.0,Other,Canada,social,2024-08-28
3364,36.0,Male,US,referral,2024-04-18
3365,63.0,Female,Australia,email,2021-08-22
3366,59.0,Female,Canada,email,2023-05-21
3367,22.0,Female,UK,social,2019-12-18
3368,43.0,Male,US,social,2022-02-22
3369,,Female,Germany,social,2024-02-21
3370,51.0,Male,Germany,referral,2019-12-04
3371,59.0,Female,Netherlands,social,2024-07-19
3372,56.0,Female,UK,paid_search,2023-11-21
3373,62.0,Other,US,email,2021-07-07
3374,69.0,Female,Canada,organic,2020-09-25
3375,36.0,Female,Germany,social,2023-12-18
3376,,Male,Spain,paid_search,2019-09-08
3377,39.0,Female,US,organic,2019-09-03
3378,55.0,Female,France,paid_search,2020-04-16
3379,62.0,Other,UK,referral,2022-06-28
3380,,Female,US,referral,2021-10-22
3381,38.0,Male,UK,paid_search,2021-09-17
3382,66.0,Male,Spain,organic,2024-07-25
3383,57.0,Other,Netherlands,email,2022-10-03
3384,25.0,Other,US,paid_search,2021-11-17
3385,39.0,Female,US,organic,2020-10-28
3386,24.0,Female,Canada,social,2019-08-20
