transaction_id,customer_id,product_category,purchase_value,discount_used,purchase_date
6225,9878,toys,77.14,1,2020-11-17
6226,2635,home,109.95,0,2024-11-06
6227,3315,beauty,56.76,0,2019-03-02
6228,8757,fashion,37.79,0,2021-07-13
6229,4945,home,171.08,1,2024-05-14
6230,6017,toys,210.85,0,2022-08-15
6231,306,fashion,59.43,0,2023-11-18
6232,4932,home,42.43,0,2019-09-25
6233,6822,fashion,34.55,0,2021-05-16
6234,7893,toys,75.4,1,2022-07-20
6235,2542,sports,77.39,0,2023-07-24
6236,776,sports,83.59,0,2019-09-04
6237,6042,toys,101.81,0,2024-02-19
6238,9595,sports,46.95,0,2022-05-22
6239,7501,home,69.84,0,2020-02-15
6240,9130,beauty,98.65,1,2022-02-24
6241,6894,electronics,65.9,0,2023-04-12
6242,1869,sports,57.19,0,2019-11-12
6243,8494,sports,191.11,0,2024-11-19
6244,2910,sports,38.34,0,2024-04-10
6245,4619,home,59.91,0,2023-02-10
6246,4615,beauty,62.62,0,2024-04-20
6247,619,sports,47.19,0,2022-10-22
6248,4270,beauty,12.23,1,2020-12-29
6249,297,beauty,82.79,1,2023-03-04
6250,3482,home,108.29,0,2023-10-15
6251,4791,fashion,51.27,0,2023-02-18
6252,4927,fashion,70.71,0,2020-06-26
6253,2550,fashion,50.69,0,2024-06-25
6254,5799,sports,116.78,1,2023-09-19
6255,8110,home,38.57,0,2023-09-12
6256,8228,sports,68.63,0,2024-12-20
6257,9525,beauty,61.54,1,2024-04-11
6258,2912,sports,72.39,1,2023-08-04
6259,83,electronics,297.52,0,2020-10-19
6260,7762,toys,10.16,0,2023-02-09
6261,1279,electronics,26.15,0,2021-02-06
6262,6158,toys,87.76,0,2020-02-13
6263,2231,beauty,110.41,0,2022-02-21
6264,5173,home,19.9,0,2024-11-23
6265,1426,toys,191.39,0,2024-01-05
6266,4366,sports,100.65,1,2019-07-21
6267,3282,fashion,40.48,0,2019-06-12
6268,5782,beauty,32.34,1,2021-06-10
6269,8149,sports,15.15,1,2022-08-30
6270,3035,home,14.91,0,2019-12-01
6271,7488,electronics,48.78,1,2024-02-06
6272,2406,beauty,29.84,1,2024-10-16
6273,9811,toys,31.36,0,2019-08-26
6274,5966,fashion,71.82,0,2023-10-21
6275,878,electronics,113.66,0,2020-06-25
6276,5950,fashion,65.74,0,2019-12-02
6277,1473,fashion,145.78,0,2019-03-26
6278,3868,electronics,61.67,1,2020-02-05
6279,774,fashion,63.73,0,2019-11-30
6280,5962,home,17.44,0,2019-05-17
6281,8529,sports,26.33,1,2020-09-17
6282,6402,fashion,41.66,1,2024-04-22
6283,3516,toys,58.25,0,2019-10-20
6284,161,sports,65.75,0,2021-01-18
6285,466,fashion,44.32,0,2022-02-18
6286,3279,sports,92.72,0,2020-07-29
6287,76,home,73.22,1,2022-04-15
6288,9465,sports,144.04,0,2023-07-26
6289,5018,toys,123.17,1,2022-06-26
6290,3515,toys,20.51,1,2020-12-05
6291,517,home,164.45,0,2020-11-07
6292,6430,fashion,70.81,0,2022-02-01
6293,9799,home,66.97,1,2024-11-18
6294,8157,fashion,37.35,1,2022-03-09
6295,3936,sports,72.23,0,2024-05-17
6296,7037,toys,142.28,1,2019-12-17
6297,4302,home,147.95,1,2019-08-30
6298,8313,toys,46.95,0,2021-08-19
6299,8573,sports,134.64,0,2023-01-18
6300,9314,home,98.74,0,2019-08-26
6301,1858,home,51.56,0,2021-12-21
6302,6022,home,55.14,0,2022-02-27
6303,4856,beauty,25.09,1,2022-05-23
6304,2167,electronics,32.23,0,2023-10-12
6305,6302,beauty,46.85,0,2021-01-12
6306,3246,toys,133.87,0,2023-05-23
6307,9336,home,8.23,1,2022-04-10
6308,3928,toys,19.2,1,2022-11-06
6309,8755,fashion,33.55,1,2022-03-31
6310,7907,toys,50.38,0,2023-02-28
6311,9589,fashion,80.58,0,2021-02-22
6312,3785,home,58.44,1,2020-01-13
6313,9270,beauty,78.86,0,2024-05-08
6314,2111,beauty,43.75,0,2023-09-20
6315,4627,home,29.86,0,2021-01-06
6316,717,electronics,71.79,0,2022-09-28
6317,7649,home,92.74,1,2019-05-14
6318,8251,fashion,37.16,1,2021-05-23
6319,5125,toys,12.53,0,2020-11-20
6320,126,fashion,33.19,0,2024-08-03
6321,7036,home,61.58,0,2024-09-21
6322,3625,fashion,69.6,0,2022-11-19
6323,4129,electronics,92.45,0,2019-04-29
6324,8760,beauty,29.47,0,2020-02-04
6325,5505,beauty,51.1,0,2022-02-06
6326,4133,electronics,296.16,0,2020-06-05
6327,6218,fashion,85.14,0,2024-02-29
6328,8634,home,14.74,1,2024-03-13
6329,1771,electronics,50.72,0,2020-07-08
6330,6217,electronics,63.0,1,2021-05-23
6331,3207,electronics,245.06,0,2024-11-13
6332,3795,home,156.39,0,2021-11-06
6333,5250,sports,62.76,0,2023-07-21
6334,3794,home,20.11,0,2019-02-17
6335,1460,sports,102.87,0,2021-10-30
6336,7117,beauty,79.58,0,2023-08-21
6337,7323,fashion,38.15,1,2019-07-24
6338,7967,sports,23.84,1,2019-03-13
6339,4855,toys,92.57,0,2019-02-10
6340,1661,sports,60.19,1,2019-09-04
6341,1035,toys,176.95,0,2022-07-31
6342,9481,home,80.12,0,2019-01-18
6343,5650,fashion,72.52,1,2023-12-23
6344,4409,fashion,12.73,0,2019-06-17
6345,4968,beauty,107.65,0,2024-05-06
6346,920,beauty,22.2,1,2021-08-28
6347,2764,fashion,87.63,0,2019-07-20
6348,5078,beauty,77.76,1,2023-06-28
6349,7877,home,77.14,0,2023-10-31
6350,7689,sports,210.49,0,2024-06-08
6351,9089,fashion,126.48,0,2020-08-25
6352,1615,electronics,64.4,0,2020-02-02
6353,4962,home,52.05,0,2022-02-04
6354,966,sports,81.42,0,2024-11-23
6355,5639,home,28.64,0,2023-07-11
6356,4353,home,17.33,0,2019-03-28
6357,6406,toys,109.39,0,2019-01-20
6358,8794,electronics,32.93,0,2023-05-08
6359,8088,toys,125.23,0,2022-04-26
6360,2787,fashion,48.92,0,2024-05-12
6361,592,fashion,106.84,1,2020-12-19
6362,3899,home,108.71,0,2024-04-07
6363,73,sports,174.56,0,2020-05-04
6364,2483,sports,156.97,1,2020-09-25
6365,5246,home,43.32,0,2024-02-02
6366,4536,home,111.04,0,2022-11-05
6367,356,sports,70.02,1,2019-10-23
6368,7585,sports,75.78,1,2024-04-24
6369,211,fashion,98.85,1,2020-01-07
6370,3167,beauty,9.18,0,2024-08-11
6371,2377,home,55.99,0,2019-03-09
6372,2238,electronics,24.38,0,2023-02-28
6373,4523,home,188.05,0,2023-07-08
6374,2100,toys,85.92,0,2020-07-28
6375,890,fashion,26.26,0,2021-06-28
6376,7258,sports,67.41,0,2023-03-24
6377,2310,sports,36.35,0,2020-11-30
6378,1053,electronics,21.5,0,2020-11-18
6379,355,fashion,99.4,1,2020-10-28
6380,6380,fashion,70.92,0,2020-04-14
6381,3819,sports,127.69,1,2020-10-15
6382,5725,electronics,69.1,0,2024-08-08
6383,9491,sports,8.69,0,2020-11-28
6384,873,toys,251.2,0,2020-03-16
6385,6464,home,19.47,0,2019-05-02
6386,146,home,39.99,1,2020-04-07
6387,624,sports,120.43,1,2021-11-22
6388,2491,fashion,104.19,0,2023-07-18
6389,9791,sports,108.87,1,2020-09-25
6390,4482,fashion,224.04,0,2023-07-06
6391,6536,beauty,116.53,0,2024-05-26
6392,242,electronics,138.37,0,2024-05-29
6393,4081,beauty,49.44,1,2019-08-18
6394,2212,sports,173.27,0,2023-12-17
6395,3740,electronics,8.42,0,2024-05-23
6396,7878,toys,175.52,0,2021-06-21
6397,1918,sports,23.5,0,2021-01-06
6398,379,home,9.14,0,2024-12-01
6399,4743,electronics,147.07,0,2023-02-28
6400,9832,fashion,126.56,0,2022-12-09
6401,3925,fashion,50.51,1,2020-04-22
6402,1935,electronics,50.84,1,2019-08-16
6403,2178,fashion,113.38,0,2022-05-29
6404,8072,home,77.75,0,2021-10-24
6405,6863,electronics,35.62,0,2019-03-02
6406,85,fashion,22.85,0,2019-07-08
6407,1309,home,82.41,0,2023-10-20
6408,4890,electronics,81.2,1,2019-07-25
6409,8971,electronics,43.44,0,2024-05-22
6410,9621,sports,67.83,0,2022-09-07
6411,920,electronics,20.79,1,2021-05-10
6412,3230,beauty,115.91,1,2023-08-26
6413,2768,toys,75.13,0,2021-10-15
6414,1313,toys,55.17,0,2021-01-19
6415,7108,electronics,167.29,0,2023-03-25
6416,5654,electronics,74.65,0,2023-08-25
6417,8909,fashion,22.03,0,2019-05-06
6418,9594,electronics,31.69,0,2024-11-20
6419,1049,fashion,64.5,0,2019-02-11
6420,9087,home,148.81,0,2023-04-18
6421,2614,sports,81.58,0,2024-02-19
6422,5783,toys,22.6,0,2019-10-10
6423,3626,beauty,32.93,0,2022-02-21
6424,6031,sports,101.5,0,2023-05-12
6425,1995,home,193.11,1,2019-08-08
6426,872,electronics,424.12,0,2021-01-25
6427,8400,fashion,75.12,0,2020-03-31
6428,3123,electronics,64.35,0,2020-07-19
6429,5797,electronics,18.42,0,2022-01-03
6430,2555,toys,13.3,1,2021-05-05
6431,3457,fashion,17.04,1,2020-09-09
6432,6737,beauty,60.12,1,2023-05-29
6433,8061,sports,42.27,0,2021-06-15
6434,9515,electronics,74.14,0,2022-09-24
6435,7194,toys,82.77,1,2020-08-04
6436,4394,home,154.23,0,2021-12-25
6437,5385,home,97.22,0,2023-05-27
6438,6746,toys,82.28,0,2024-12-23
6439,4376,fashion,139.1,1,2021-12-09
6440,6266,toys,126.14,0,2020-10-12
6441,4535,electronics,105.67,1,2022-04-01
6442,8983,sports,221.16,0,2021-01-16
6443,236,sports,92.43,0,2020-05-14
6444,7070,electronics,95.03,0,2022-12-17
6445,7236,beauty,67.81,1,2024-10-23
6446,3379,sports,47.48,0,2019-06-01
6447,2667,home,12.11,0,2024-07-04
6448,266,fashion,255.84,0,2022-07-23
6449,5987,fashion,135.7,0,2024-06-06
6450,8127,toys,110.8,1,2022-04-17
6451,6469,home,184.62,0,2019-08-04
6452,2442,electronics,89.64,0,2022-05-15
6453,1339,sports,109.77,0,2019-11-02
6454,3415,home,22.36,1,2019-09-08
6455,863,electronics,147.11,0,2019-06-04
6456,1304,home,168.34,1,2020-07-17
6457,9595,fashion,27.25,0,2020-02-26
6458,7838,toys,161.91,1,2021-04-06
6459,9472,home,153.41,0,2020-05-05
6460,6652,electronics,54.01,0,2021-05-15
6461,4066,sports,204.21,0,2019-12-13
6462,629,sports,75.84,0,2022-12-01
6463,214,sports,142.48,0,2019-12-05
6464,8514,electronics,126.75,1,2021-06-05
6465,2885,beauty,33.76,1,2023-10-05
6466,1707,electronics,13.98,0,2019-05-18
6467,2648,toys,80.01,1,2020-04-06
6468,4120,electronics,119.54,0,2022-10-01
6469,2154,sports,207.63,0,2020-05-20
6470,9755,fashion,51.44,1,2023-12-29
6471,734,fashion,67.78,0,2021-09-27
6472,3218,home,28.78,1,2020-05-01
6473,8067,sports,93.53,0,2020-07-25
6474,4797,sports,90.65,0,2019-11-07
6475,5396,sports,73.52,0,2019-11-01
6476,1747,electronics,31.9,0,2022-10-03
6477,4469,sports,41.96,0,2020-12-01
6478,7928,fashion,61.7,0,2023-04-08
6479,7349,fashion,62.7,0,2024-07-31
6480,6966,beauty,85.07,1,2019-12-26
6481,6990,beauty,83.4,1,2020-05-11
6482,5816,electronics,47.34,0,2023-02-19
6483,4770,sports,45.18,1,2021-06-14
6484,2488,sports,105.83,1,2019-02-20
6485,792,toys,118.28,1,2019-04-15
6486,2046,fashion,50.0,0,2023-05-15
6487,9594,fashion,57.97,1,2019-02-10
6488,8925,home,25.38,1,2020-12-10
6489,7252,fashion,113.28,0,2023-03-10
6490,476,sports,9.29,0,2021-08-02
6491,8633,toys,73.82,0,2022-12-22
6492,1737,home,34.94,0,2024-10-26
6493,1804,beauty,24.56,1,2022-02-07
6494,1381,toys,124.66,1,2021-10-11
6495,7226,fashion,136.38,1,2024-02-19
6496,9759,sports,80.41,1,2024-05-08
6497,3369,beauty,43.31,0,2020-02-03
6498,962,fashion,28.12,0,2022-10-31
6499,7919,home,40.27,0,2023-04-17
6500,682,electronics,9.07,1,2023-01-15
6501,5155,home,41.76,1,2019-04-20
6502,6215,toys,178.82,0,2023-12-16
6503,1104,home,244.85,0,2022-07-30
6504,7494,electronics,34.65,0,2023-01-18
6505,2766,beauty,74.28,0,2021-10-18
6506,4979,fashion,30.89,0,2021-10-04
6507,4097,electronics,77.62,0,2021-01-24
6508,460,beauty,54.46,0,2024-07-03
6509,7333,toys,28.53,1,2019-05-11
6510,6148,toys,78.2,0,2024-12-26
6511,8945,home,27.05,1,2024-05-12
6512,1529,electronics,41.49,1,2024-09-08
6513,3081,sports,77.28,1,2021-12-30
6514,2604,sports,68.55,0,2022-04-11
6515,6876,electronics,90.45,0,2021-05-27
6516,4329,toys,91.53,0,2019-11-20
6517,755,sports,36.2,0,2021-04-24
6518,3467,electronics,30.9,0,2023-10-09
6519,1576,fashion,72.38,0,2019-04-07
6520,2207,toys,164.66,0,2020-02-29
6521,4933,toys,94.01,0,2024-08-07
6522,538,sports,81.86,0,2021-12-02
6523,2628,electronics,42.93,0,2021-05-18
6524,9899,sports,24.92,0,2024-11-04
6525,347,home,65.7,1,2020-05-20
6526,196,fashion,34.94,0,2020-02-28
6527,2035,fashion,24.57,1,2019-07-13
6528,6609,sports,127.29,1,2021-01-29
6529,490,beauty,52.51,1,2021-01-08
6530,9844,electronics,127.9,0,2021-04-01
6531,7575,electronics,60.11,0,2023-09-20
6532,725,sports,89.0,1,2021-12-26
6533,3150,electronics,144.65,0,2022-04-04
6534,8265,fashion,77.06,0,2019-12-23
6535,6229,beauty,21.82,0,2019-11-15
6536,7297,toys,126.69,0,2020-02-29
6537,871,toys,80.86,1,2020-10-31
6538,3962,toys,82.22,1,2024-02-08
6539,9835,fashion,86.68,0,2020-11-25
6540,4420,home,31.13,1,2022-06-11
6541,9704,home,121.66,0,2019-12-20
6542,7615,sports,47.67,0,2019-02-05
6543,2924,toys,48.42,0,2023-05-08
6544,9144,fashion,33.93,1,2023-01-09
6545,2047,fashion,91.96,0,2019-03-23
6546,2708,sports,47.06,0,2021-04-06
6547,1004,home,78.15,0,2021-02-08
6548,1420,sports,81.07,0,2022-03-27
6549,7282,sports,101.46,0,2021-10-19
6550,9863,beauty,38.72,0,2024-03-17
6551,6748,home,18.03,0,2020-01-04
6552,1713,beauty,73.91,1,2024-02-29
6553,2105,sports,170.03,1,2022-09-18
6554,4870,beauty,2.74,1,2024-05-06
6555,1067,toys,28.43,1,2021-09-20
6556,8238,electronics,90.79,1,2023-04-21
6557,8736,electronics,85.44,1,2021-08-11
6558,1392,toys,30.16,0,2020-11-18
6559,8951,electronics,256.75,0,2021-04-22
6560,6521,fashion,11.54,0,2023-04-17
6561,4182,toys,134.9,0,2022-10-23
6562,657,beauty,165.74,1,2024-07-01
6563,6418,electronics,32.04,1,2021-07-22
6564,8837,toys,42.97,0,2024-06-05
6565,801,electronics,128.4,0,2022-05-13
6566,573,electronics,75.48,0,2020-10-20
6567,7858,fashion,32.71,0,2021-12-26
6568,4884,fashion,155.12,0,2024-06-10
6569,8806,electronics,46.39,0,2024-02-28
6570,9118,sports,105.87,0,2024-07-30
6571,5250,electronics,64.72,1,2019-09-08
6572,3463,toys,83.05,0,2023-08-04
6573,2358,home,66.86,0,2020-05-14
6574,7545,beauty,42.02,1,2019-03-22
6575,4572,home,76.29,0,2020-02-14
6576,5017,electronics,183.32,0,2022-05-29
6577,5499,home,95.15,0,2019-11-30
6578,8889,sports,65.81,1,2024-12-01
6579,203,fashion,104.94,0,2023-03-17
6580,5598,home,8.88,0,2024-05-02
6581,9179,toys,61.06,0,2020-06-25
6582,8581,electronics,165.59,0,2020-10-20
6583,6337,beauty,121.91,0,2021-03-17
6584,2024,sports,110.62,1,2019-02-11
6585,9346,electronics,63.79,0,2022-07-25
6586,3774,electronics,76.19,0,2021-12-12
6587,9559,fashion,15.83,0,2022-12-19
6588,6094,electronics,223.88,0,2020-08-12
6589,6367,toys,45.49,0,2020-09-15
6590,9204,beauty,90.82,0,2021-12-16
6591,6401,beauty,41.04,0,2020-07-17
6592,4607,beauty,47.23,0,2023-04-27
6593,2220,beauty,21.33,0,2022-11-27
6594,1502,beauty,114.83,0,2023-04-29
6595,667,home,228.95,0,2023-09-12
6596,9744,toys,18.24,1,2022-03-27
6597,5869,home,85.75,1,2023-09-15
6598,2449,electronics,89.03,0,2023-04-29
6599,7418,toys,118.69,0,2022-10-30
6600,2411,home,64.72,1,2021-08-28
6601,2218,toys,91.77,1,2019-05-27
6602,1742,fashion,9.91,0,2023-06-22
6603,728,beauty,26.48,1,2023-12-28
6604,2574,fashion,147.95,1,2024-04-11
6605,2193,electronics,126.95,0,2024-04-19
6606,6696,toys,5.66,1,2021-09-19
6607,6915,home,22.58,0,2023-01-14
6608,991,home,17.33,0,2021-06-12
6609,1389,sports,35.2,0,2022-12-20
6610,8801,home,6.6,0,2023-03-16
6611,9819,home,62.82,0,2024-03-16
6612,8024,sports,9.22,0,2021-10-30
6613,8420,fashion,55.44,0,2020-02-13
6614,6684,home,24.65,1,2022-01-13
6615,8601,sports,17.11,0,2020-04-29
6616,6708,fashion,43.59,1,2024-09-01
6617,8858,home,15.02,1,2019-09-21
6618,9223,fashion,35.0,0,2021-01-24
6619,9918,sports,56.85,1,2019-02-04
6620,5619,fashion,166.01,0,2021-06-03
6621,5206,fashion,51.84,0,2021-01-27
6622,1260,fashion,30.81,0,2024-11-15
6623,5767,toys,6.12,1,2021-11-16
6624,147,fashion,21.37,1,2023-05-06
6625,4783,fashion,114.83,0,2019-07-13
6626,2791,beauty,201.02,0,2022-10-20
6627,6349,toys,61.38,1,2024-05-29
6628,900,sports,15.4,0,2024-07-21
6629,5109,toys,15.2,0,2019-05-23
6630,4872,toys,86.78,0,2020-10-29
6631,8149,home,82.91,0,2019-05-26
6632,9230,fashion,111.54,0,2020-08-19
6633,524,fashion,16.85,0,2021-07-18
6634,6775,sports,38.6,0,2019-08-29
6635,8756,home,161.12,0,2022-07-02
6636,830,beauty,18.81,1,2020-04-04
6637,6525,toys,35.95,0,2023-01-25
6638,2706,fashion,82.21,0,2019-08-06
6639,4247,electronics,44.16,0,2020-09-17
6640,9780,fashion,161.91,0,2022-05-29
6641,2209,electronics,37.27,0,2024-08-03
6642,1297,beauty,24.57,0,2023-12-17
6643,6311,sports,55.94,1,2020-09-23
6644,7202,electronics,67.66,0,2022-05-18
6645,3879,fashion,139.08,0,2019-12-27
6646,9162,toys,209.56,1,2019-12-06
6647,4740,home,177.73,1,2019-11-02
6648,9663,fashion,103.58,0,2022-01-13
6649,9465,toys,74.69,1,2019-10-30
6650,382,sports,78.66,1,2019-04-14
6651,2096,beauty,81.76,1,2020-07-20
6652,7910,beauty,27.48,0,2024-06-02
6653,4450,beauty,19.59,0,2021-12-05
6654,6385,electronics,3.96,0,2023-04-23
6655,2006,sports,129.79,0,2024-08-16
6656,8849,sports,76.53,1,2023-02-25
6657,5515,sports,59.43,0,2022-04-25
6658,8871,sports,54.93,0,2023-02-27
6659,1132,electronics,13.73,0,2023-01-05
6660,9741,toys,118.17,0,2023-05-30
6661,9573,sports,33.41,0,2024-02-11
6662,9788,electronics,26.7,0,2022-10-14
6663,2315,electronics,27.5,1,2019-12-20
6664,2540,beauty,50.26,1,2024-11-14
6665,7507,sports,31.49,1,2024-08-08
6666,2465,sports,110.35,0,2019-08-08
6667,9371,sports,31.44,0,2022-03-18
6668,2832,fashion,35.93,1,2024-04-06
6669,9661,beauty,27.47,1,2021-05-10
6670,9767,toys,33.78,0,2020-06-07
6671,2022,toys,70.27,0,2021-06-19
6672,7383,fashion,15.09,1,2019-12-21
6673,4850,toys,103.84,0,2019-10-29
6674,8934,electronics,21.09,0,2022-03-29
6675,4489,beauty,116.05,0,2019-04-04
6676,1806,home,81.31,0,2022-07-04
6677,8225,electronics,97.79,1,2022-06-01
6678,6481,beauty,115.89,0,2020-04-27
6679,6268,beauty,48.05,1,2020-04-26
6680,2729,fashion,82.23,0,2020-04-11
6681,9362,home,40.67,0,2019-01-15
6682,5020,beauty,33.7,1,2023-03-10
6683,8871,electronics,75.38,1,2020-07-21
6684,1622,fashion,81.69,0,2021-07-30
6685,1820,toys,91.79,0,2021-07-02
6686,1349,fashion,172.38,1,2022-09-19
6687,5691,beauty,55.88,0,2022-01-28
6688,5154,electronics,61.32,1,2019-11-09
6689,6966,sports,75.87,1,2022-08-16
6690,7271,home,76.8,0,2020-09-06
6691,6688,sports,32.64,0,2022-05-17
6692,506,sports,140.44,0,2021-12-07
6693,4577,beauty,92.35,0,2024-08-27
6694,2942,sports,89.31,0,2020-02-04
6695,5441,toys,50.28,0,2019-07-06
6696,8192,toys,61.23,0,2019-03-22
6697,396,electronics,151.22,0,2021-09-11
6698,3347,sports,89.73,1,2022-11-14
6699,1728,toys,72.75,1,2020-03-03
6700,8174,sports,78.46,0,2024-11-16
6701,7900,sports,35.29,0,2023-04-17
6702,3835,electronics,57.38,0,2023-06-23
6703,9015,sports,8.67,1,2021-11-26
6704,5894,toys,116.59,0,2022-09-10
6705,5911,sports,108.55,1,2023-12-28
6706,3632,toys,50.81,1,2020-10-01
6707,1641,toys,114.53,0,2022-12-01
6708,2277,electronics,79.25,0,2021-04-23
6709,7120,toys,61.62,0,2023-10-23
6710,7612,home,28.0,0,2022-05-13
6711,9964,toys,94.73,1,2022-08-09
6712,488,beauty,203.69,0,2019-02-04
6713,1590,toys,18.22,1,2024-11-14
6714,9201,home,93.65,0,2023-03-30
6715,8200,beauty,55.02,1,2020-12-20
6716,8515,electronics,61.97,1,2022-01-26
6717,5788,electronics,153.46,0,2024-09-22
6718,4892,home,154.63,0,2024-11-09
6719,9824,beauty,307.99,0,2023-12-01
6720,5215,home,160.2,0,2019-12-14
6721,7707,sports,157.97,0,2022-04-20
6722,5042,fashion,190.94,0,2024-11-17
6723,7820,sports,147.11,0,2022-01-08
6724,510,electronics,49.88,0,2019-06-23
6725,4764,fashion,96.49,0,2019-03-20
6726,6011,sports,30.3,0,2019-11-04
6727,4746,fashion,77.27,1,2021-06-29
6728,1984,home,83.23,0,2022-05-31
6729,5100,sports,27.38,0,2024-01-08
6730,1418,toys,159.78,1,2022-10-03
6731,9016,home,32.77,1,2022-07-08
6732,2719,electronics,34.47,1,2021-11-15
6733,6216,beauty,37.75,0,2024-09-13
6734,7564,beauty,165.83,0,2024-08-23
6735,5888,electronics,41.34,1,2023-06-03
6736,9671,beauty,139.09,1,2020-12-11
6737,104,sports,66.03,0,2023-11-09
6738,9233,sports,282.06,0,2019-08-05
6739,2831,electronics,239.63,0,2019-12-18
6740,8993,beauty,18.19,0,2020-07-25
6741,483,sports,48.7,1,2021-04-01
6742,2209,toys,134.97,0,2024-09-18
6743,966,electronics,146.23,0,2021-01-03
6744,8225,beauty,89.93,0,2023-07-19
6745,7589,beauty,77.02,0,2020-11-02
6746,2872,fashion,62.11,0,2022-02-27
6747,3109,toys,55.75,0,2022-09-28
6748,1544,electronics,96.48,0,2024-06-07
6749,8296,toys,76.92,0,2019-01-05
6750,902,sports,53.18,0,2022-01-09
6751,3867,sports,35.86,1,2020-07-16
6752,7359,toys,92.6,0,2022-06-10
6753,6868,fashion,7.13,1,2022-01-05
6754,7245,beauty,38.26,1,2021-02-26
6755,9387,home,69.87,1,2024-07-21
6756,8050,electronics,9.63,0,2023-09-19
6757,8616,home,50.5,0,2021-10-02
6758,7853,fashion,76.43,0,2021-03-12
6759,7302,fashion,136.75,0,2022-09-07
6760,7132,beauty,39.89,0,2023-01-31
6761,815,toys,88.03,1,2021-10-28
6762,4966,home,81.88,0,2024-09-16
6763,7447,fashion,38.28,0,2020-12-21
6764,8939,electronics,75.77,0,2021-06-15
6765,6032,toys,73.91,0,2019-11-23
6766,8273,beauty,48.22,0,2022-04-23
6767,3215,beauty,63.99,0,2023-08-27
6768,8811,toys,89.35,1,2020-10-05
6769,4064,sports,14.52,0,2023-01-18
6770,6828,fashion,33.5,0,2024-06-09
6771,2174,toys,97.32,0,2024-02-08
6772,3506,sports,29.79,1,2020-09-26
6773,6133,toys,61.19,0,2021-10-11
6774,7694,beauty,31.51,1,2022-12-03
6775,7022,electronics,163.52,0,2024-09-16
6776,6619,electronics,53.15,0,2022-03-16
6777,3897,toys,18.23,0,2020-10-17
6778,5522,electronics,27.61,1,2019-04-07
6779,5200,home,97.91,0,2019-05-16
6780,8581,toys,192.83,0,2024-02-01
6781,2222,fashion,80.81,1,2022-07-08
6782,9354,toys,84.31,1,2020-09-26
6783,8855,toys,25.53,0,2019-02-26
6784,2796,toys,73.16,0,2022-04-06
6785,1332,beauty,71.28,0,2019-01-20
6786,8788,sports,80.11,0,2020-03-30
6787,2207,electronics,222.63,0,2022-01-27
6788,911,electronics,57.63,0,2021-06-06
6789,9417,home,7.74,1,2021-04-04
6790,8692,sports,52.49,0,2022-11-07
6791,8180,sports,49.82,0,2024-09-03
6792,9213,beauty,148.06,0,2019-02-16
6793,1042,fashion,144.06,0,2021-12-06
6794,7047,fashion,98.48,0,2021-05-22
6795,3003,toys,113.79,0,2019-11-09
6796,7025,fashion,58.95,0,2024-08-18
6797,5218,beauty,59.0,0,2020-09-03
6798,2585,home,59.09,0,2022-10-03
6799,4203,toys,60.98,0,2019-03-01
6800,6918,toys,88.47,0,2021-09-03
6801,2612,electronics,18.45,0,2024-07-18
6802,1722,electronics,31.4,0,2023-11-06
6803,6770,home,254.1,1,2024-12-17
6804,5470,toys,69.07,0,2019-10-15
6805,5437,home,91.31,1,2019-07-07
6806,4091,beauty,25.15,1,2021-09-13
6807,1716,toys,2.41,0,2024-12-30
6808,739,toys,54.98,1,2023-09-11
6809,8395,home,75.71,0,2023-04-23
6810,7224,home,84.53,0,2020-01-23
6811,593,fashion,36.53,0,2021-02-21
6812,8978,fashion,97.97,0,2024-12-07
6813,9215,fashion,67.35,0,2024-06-06
6814,6895,sports,126.32,0,2022-07-11
6815,7536,home,66.05,0,2021-05-20
6816,6962,beauty,57.02,0,2020-01-11
6817,931,fashion,64.29,0,2021-11-27
6818,1193,toys,50.02,0,2022-04-29
6819,6222,fashion,8.72,0,2021-09-18
6820,663,toys,33.55,0,2024-11-26
6821,8704,beauty,86.98,1,2024-03-06
6822,4809,home,9.23,1,2020-01-07
6823,1580,sports,71.15,0,2024-03-07
6824,9943,home,146.1,0,2020-08-06
6825,2657,fashion,67.02,0,2021-08-10
6826,5041,toys,54.81,1,2023-02-22
6827,2421,toys,78.17,1,2019-08-11
6828,6976,beauty,10.99,0,2024-06-12
6829,7650,fashion,34.23,0,2022-11-13
6830,629,electronics,63.83,1,2022-05-30
6831,7248,fashion,98.9,0,2020-03-21
6832,2059,sports,29.61,1,2024-08-15
6833,6413,toys,51.03,1,2022-02-08
6834,5923,home,16.95,0,2020-08-30
6835,1716,toys,112.06,1,2023-03-05
6836,3855,home,18.15,0,2022-12-21
6837,9367,beauty,2.55,1,2024-08-25
6838,5780,electronics,51.98,0,2022-02-09
6839,195,electronics,97.03,0,2022-05-08
6840,4079,home,76.0,0,2022-10-03
6841,4732,home,21.29,0,2023-02-06
6842,8942,home,20.24,1,2022-09-27
6843,8743,beauty,16.87,1,2019-01-25
6844,3941,beauty,86.24,0,2022-12-28
6845,1673,beauty,73.32,1,2021-11-09
6846,2955,fashion,30.28,0,2023-12-03
6847,4849,electronics,44.78,0,2022-03-26
6848,7792,home,85.23,0,2022-08-29
6849,6185,home,20.36,0,2019-08-13
6850,4571,fashion,82.49,1,2021-12-27
6851,6685,home,45.28,0,2021-09-13
6852,9791,beauty,82.32,0,2022-06-03
6853,923,sports,109.4,0,2022-06-13
